ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country,host_country
9185,Volker Beck,M,24.0,191.0,82.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,Germany,USA
9194,Andreas Becker,M,22.0,190.0,78.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Gold,Germany,France
9195,Boris Franz Becker,M,24.0,192.0,85.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,Gold,Germany,France
9196,Britta Christiane Becker (-Kerner),F,19.0,176.0,65.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Silver,Germany,France
9200,Ellen Becker,F,23.0,180.0,83.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Bronze,Germany,Yugoslavia
9209,Marcus Becker,M,22.0,180.0,72.0,Germany-1,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,Germany,Greece
9210,Marion Becker (Steiner-),F,26.0,167.0,63.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Javelin Throw,Silver,Germany,Austria
9212,Nick Adrian Becker,M,23.0,193.0,91.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Bronze,USA,France
9213,Otto Becker,M,41.0,182.0,78.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,Germany,Australia
9217,Sabine Becker,F,20.0,173.0,59.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,Germany,USA
9217,Sabine Becker,F,20.0,173.0,59.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 3,000 metres",Silver,Germany,USA
9219,Thomas Becker,M,29.0,192.0,85.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,Germany,USA
9224,Courtenay Compton Becker-Dey,F,31.0,173.0,65.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's One Person Dinghy,Bronze,USA,USA
9225,"Elizabeth Anna ""Betty"" Becker-Pinkston (-Campbell)",F,21.0,155.0,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Springboard,Gold,USA,France
9225,"Elizabeth Anna ""Betty"" Becker-Pinkston (-Campbell)",F,21.0,155.0,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,Silver,USA,France
9225,"Elizabeth Anna ""Betty"" Becker-Pinkston (-Campbell)",F,25.0,155.0,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Platform,Gold,USA,Switzerland
9228,Franz Ernst Beckert,M,29.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold,Germany,Germany
9231,Stephanie Beckert,F,21.0,172.0,73.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 3,000 metres",Silver,Germany,Canada
9231,Stephanie Beckert,F,21.0,172.0,73.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 5,000 metres",Silver,Germany,Canada
9237,James Charles Beckford,M,21.0,178.0,78.0,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,Silver,Jamaica,USA
9239,Janine Elizabeth Beckie,F,21.0,173.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,Canada,Brazil
9242,William Russell Becklean,M,20.0,172.0,57.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold,USA,Italy
9247,"William ""Bill"" Beckman",M,23.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,USA,USA
9250,Gudrun Beckmann,F,17.0,174.0,62.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Germany,Japan
9250,Gudrun Beckmann,F,17.0,174.0,62.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,Germany,Japan
9259,Violeta Beclea-Szekely,F,35.0,169.0,52.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Silver,Romania,Australia
9262,Andr Becquet,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Bronze,Belgium,Belgium
9276,ric Bdard,M,21.0,173.0,77.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze,Canada,Japan
9276,ric Bdard,M,21.0,173.0,77.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Canada,Japan
9276,ric Bdard,M,25.0,173.0,77.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Canada,USA
9276,ric Bdard,M,29.0,173.0,77.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Canada,Italy
9278,Myriam Bdard,F,22.0,161.0,54.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 15 kilometres,Bronze,Canada,France
9278,Myriam Bdard,F,24.0,161.0,54.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold,Canada,Norway
9278,Myriam Bdard,F,24.0,161.0,54.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,Gold,Canada,Norway
9291,"Barbara Jane ""B. J."" Bedford (-Miller)",F,27.0,172.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,Australia
9295,Mary Esther Bedford (-Marran),F,21.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,South Africa,Switzerland
9300,Mircea Bedivan,M,26.0,195.0,88.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Bronze,Romania,Yugoslavia
9306,Vladimr Bedn,M,23.0,181.0,80.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Czech Republic,Japan
9311,Miloslav Bednak,M,23.0,175.0,92.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Trap,Silver,Czech Republic,Canada
9325,Joseph Jules Beecken,M,20.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Middleweight,Bronze,Belgium,France
9334,Binia Beeli (-Feltscher),F,27.0,175.0,62.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver,Switzerland,Italy
9343,Klaus Beer,M,25.0,176.0,74.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Silver,Germany,France
9344,Manfred Beer,M,22.0,175.0,67.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,Germany,Austria
9349,Ludger Beerbaum,M,25.0,190.0,85.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,Germany,Canada
9349,Ludger Beerbaum,M,28.0,190.0,85.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Germany,France
9349,Ludger Beerbaum,M,32.0,190.0,85.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,Germany,USA
9352,Joseph Beerli,M,34.0,,,Switzerland-2,SUI,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Two,Silver,Switzerland,Germany
9352,Joseph Beerli,M,34.0,,,Switzerland-2,SUI,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Gold,Switzerland,Germany
9356,Richard Beesly,M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,Gold,UK,Switzerland
9361,Reinier Bertus Beeuwkes,M,24.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Football,Football Men's Football,Bronze,Netherlands,UK
9366,"Kanatbek Kubatovich ""Kanat"" Begaliyev",M,24.0,168.0,66.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,Kyrgyzstan,China
9371,Dale Begg-Smith,M,21.0,186.0,84.0,Australia,AUS,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,Australia,Italy
9371,Dale Begg-Smith,M,25.0,186.0,84.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,Australia,Canada
9374,Giuseppe Beghetto,M,20.0,173.0,70.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,Italy,USA
9385,Irina Anatolyevna Beglyakova (-Chelnaya),F,23.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Discus Throw,Silver,Russia,Italy
9394,Adriana Brando Behar,F,31.0,180.0,64.0,Brazil-1,BRA,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,Brazil,Australia
9394,Adriana Brando Behar,F,35.0,180.0,64.0,Brazil-1,BRA,2004 Summer,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,Brazil,Greece
9399,Petra Behle-Schaaf,F,23.0,177.0,67.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Silver,Germany,France
9399,Petra Behle-Schaaf,F,25.0,177.0,67.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,Germany,Norway
9401,Andreas Behm,M,29.0,164.0,73.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Lightweight,Bronze,Germany,France
9403,"Donald Ray ""Don"" Behm",M,23.0,163.0,57.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,USA,France
9406,Anke Behmer (Vater-),F,27.0,174.0,62.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Bronze,Germany,Canada
9412,Matthias Behr,M,29.0,194.0,87.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",Silver,Germany,Yugoslavia
9412,Matthias Behr,M,33.0,194.0,87.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",Silver,Germany,Canada
9414,Reinhold Behr,M,27.0,186.0,82.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Silver,Germany,Austria
9419,Holger Behrendt,M,24.0,161.0,60.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,Germany,Canada
9419,Holger Behrendt,M,24.0,161.0,60.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,Germany,Canada
9419,Holger Behrendt,M,24.0,161.0,60.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,Gold,Germany,Canada
9420,Jan Behrendt,M,20.0,169.0,70.0,East Germany-2,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,Silver,Germany,Canada
9420,Jan Behrendt,M,24.0,169.0,70.0,Germany-1,GER,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany,France
9420,Jan Behrendt,M,26.0,169.0,70.0,Germany-1,GER,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Bronze,Germany,Norway
9420,Jan Behrendt,M,30.0,169.0,70.0,Germany-1,GER,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany,Japan
9421,Jutta Behrendt (Hampe-),F,27.0,181.0,75.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Single Sculls,Gold,Germany,Canada
9424,Wolfgang Behrendt,M,20.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,Gold,Germany,Italy
9428,Kurt Edward Behrens,M,23.0,173.0,,Germany,GER,1908 Summer,1908,Summer,London,Diving,Diving Men's Springboard,Silver,Germany,UK
9428,Kurt Edward Behrens,M,27.0,173.0,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Springboard,Bronze,Germany,Sweden
9432,"Genevieve ""Gen"" Behrent",F,25.0,183.0,73.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver,New Zealand,Brazil
9438,Gnter Beier,M,26.0,167.0,61.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Germany,France
9439,Roswitha Beier (-Sonntag),F,15.0,160.0,52.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Silver,Germany,Japan
9439,Roswitha Beier (-Sonntag),F,15.0,160.0,52.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Germany,Japan
9444,Milad Beigi Hareqani,M,25.0,197.0,80.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Bronze,Azerbaijan,Brazil
9449,"Anthonie Christiaan ""Teun"" Beijnen",M,24.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Pairs,Gold,Netherlands,France
9450,Clmence Beikes,F,28.0,180.0,71.0,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver,France,UK
9460,Elizabeth Lyon Beisel,F,19.0,168.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Bronze,USA,UK
9460,Elizabeth Lyon Beisel,F,19.0,168.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Silver,USA,UK
9464,Ruth Beita Vila,F,37.0,191.0,72.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold,Spain,Brazil
9468,Cristian Bejarano Bentez,M,19.0,170.0,60.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,Bronze,Mexico,Australia
9475,Andrzej Bek,M,21.0,180.0,78.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze,Poland,Japan
9479,Sofia Bekatorou (-Kosmatopoulos),F,26.0,172.0,62.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Gold,Greece,Greece
9479,Sofia Bekatorou (-Kosmatopoulos),F,30.0,172.0,62.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Bronze,Greece,China
9487,Kenenisa Bekele Beyecha,M,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",Silver,Ethiopia,Greece
9487,Kenenisa Bekele Beyecha,M,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Gold,Ethiopia,Greece
9487,Kenenisa Bekele Beyecha,M,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold,Ethiopia,China
9487,Kenenisa Bekele Beyecha,M,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold,Ethiopia,China
9490,Tariku Bekele Beyecha,M,25.0,173.0,65.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze,Ethiopia,UK
9492,Ilona Bksi,F,18.0,166.0,55.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Bronze,Hungary,Japan
9494,Bla Szzados Bkessy,M,36.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Individual",Silver,Hungary,Sweden
9495,Aleksandr Vladimirovich Beketov,M,26.0,182.0,75.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Gold,Russia,USA
9495,Aleksandr Vladimirovich Beketov,M,26.0,182.0,75.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Team",Silver,Russia,USA
9500,Dmitry Nikolayevich Bekhterev,M,26.0,194.0,93.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Silver,Russia,Austria
9502,Fredrik Raaen Bekken,M,25.0,183.0,84.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver,Norway,Australia
9505,"Daniel Wepener ""Daan"" Bekker",M,24.0,180.0,89.0,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,Bronze,South Africa,Italy
9505,"Daniel Wepener ""Daan"" Bekker",M,28.0,180.0,89.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Heavyweight,Silver,South Africa,USA
9508,"Wilhelmus Johannes ""Wim"" Bekkers",M,29.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver,Netherlands,Belgium
9509,Kristin Bekkevold,F,23.0,173.0,64.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold,Norway,Australia
9562,Tracey Lee Belbin,F,21.0,169.0,67.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,Australia,Canada
9567,Mathew Belcher,M,29.0,173.0,62.0,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold,Australia,UK
9567,Mathew Belcher,M,33.0,173.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver,Australia,Brazil
9577,Zhan Vensanovych Beleniuk,M,25.0,178.0,85.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,Ukraine,Brazil
9578,Valeri Belenki,M,22.0,163.0,59.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,Russia,France
9578,Valeri Belenki,M,22.0,163.0,59.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Gold,Russia,France
9590,Arnold Arturovich Belgardt,M,23.0,185.0,80.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Russia,USA
9609,Semyon Viktorovich Belits-Geyman,M,23.0,186.0,73.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,Russia,France
9609,Semyon Viktorovich Belits-Geyman,M,23.0,186.0,73.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Russia,France
9625,Alexei Bell Quintero,M,24.0,176.0,87.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver,Cuba,China
9627,"Alphonzo Edward Bell, Sr.",M,28.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Singles,Bronze,USA,USA
9627,"Alphonzo Edward Bell, Sr.",M,28.0,,,United States-2,USA,1904 Summer,1904,Summer,St. Louis,Tennis,Tennis Men's Doubles,Silver,USA,USA
9628,Arthur Armstrong Bell,M,25.0,189.0,,Canada,CAN,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver,Canada,France
9632,David Bell,M,21.0,170.0,65.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Australia,Austria
9634,Earl Holmes Bell,M,28.0,191.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Bronze,USA,Yugoslavia
9638,"Gregory Curtis ""Greg"" Bell",M,26.0,174.0,68.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,Gold,USA,Italy
9639,"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",F,17.0,169.0,58.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Canada,Switzerland
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,17.0,167.0,57.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Australia,Austria
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,167.0,57.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,France
9654,Regla Maritza Bell McKenzie,F,22.0,180.0,73.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold,Cuba,France
9654,Regla Maritza Bell McKenzie,F,26.0,180.0,73.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold,Cuba,USA
9655,"Robin ""Rob"" Bell",M,30.0,193.0,87.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,Australia,China
9657,Teresa A. Bell (Zarzeczny-),F,29.0,178.0,59.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Silver,USA,USA
9669,Kacey Lee Bellamy,F,22.0,170.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,Canada
9669,Kacey Lee Bellamy,F,26.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,Russia
9699,Helmut Ernesto Bellingrodt Wolf,M,23.0,178.0,78.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",Silver,Colombia,Japan
9699,Helmut Ernesto Bellingrodt Wolf,M,35.0,178.0,78.0,Colombia,COL,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Running Target, 50 metres",Silver,Colombia,Yugoslavia
9712,Duarte Manuel Pinto Coelho de Almeida Bello,M,27.0,174.0,89.0,Symphony,POR,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Silver,Portugal,Switzerland
9724,Stefano Primo Bellone,M,29.0,179.0,69.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Bronze,Italy,Yugoslavia
9737,"Alessandro ""Sandro"" Bellucci",M,29.0,170.0,56.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Bronze,Italy,Yugoslavia
9739,Antonella Bellutti,F,27.0,180.0,73.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,Italy,USA
9739,Antonella Bellutti,F,31.0,180.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Points Race,Gold,Italy,Australia
9741,Miles Aubrey Bellville,M,27.0,,,Lalage,GBR,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 6 metres,Gold,UK,Germany
9747,Stefania Belmondo,F,23.0,158.0,45.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Gold,Italy,France
9747,Stefania Belmondo,F,23.0,158.0,45.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Silver,Italy,France
9747,Stefania Belmondo,F,23.0,158.0,45.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Italy,France
9747,Stefania Belmondo,F,25.0,158.0,45.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Bronze,Italy,Norway
9747,Stefania Belmondo,F,25.0,158.0,45.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Italy,Norway
9747,Stefania Belmondo,F,29.0,158.0,45.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver,Italy,Japan
9747,Stefania Belmondo,F,29.0,158.0,45.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Italy,Japan
9747,Stefania Belmondo,F,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze,Italy,USA
9747,Stefania Belmondo,F,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold,Italy,USA
9747,Stefania Belmondo,F,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver,Italy,USA
9750,Mireia Belmonte Garca,F,21.0,170.0,59.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Silver,Spain,UK
